DATE (MM/DD/YYYY),HOUR-MST,Avg Temperature @ 2m [deg C]
3/21/2008,3,3.4690
3/21/2008,4,3.5625
3/21/2008,5,4.2904
3/21/2008,6,2.1056
3/21/2008,7,0.8075
3/21/2008,8,2.9303
3/21/2008,9,5.6890
3/21/2008,10,8.1217
3/21/2008,11,8.8447
3/21/2008,12,9.6963
3/21/2008,13,9.1558
3/21/2008,14,9.4922
3/21/2008,15,8.9197
3/21/2008,16,7.9554
3/21/2008,17,8.0573
3/21/2008,18,7.2509
3/21/2008,19,6.5159
3/21/2008,20,5.3853
3/21/2008,21,5.5863
3/21/2008,22,5.6082
3/21/2008,23,4.9698
3/22/2008,0,4.2425
3/22/2008,1,2.0306
3/22/2008,2,0.9517
3/22/2008,3,1.6488
3/22/2008,4,-1.2365
3/22/2008,5,-1.1579
3/22/2008,6,-1.7741
3/22/2008,7,-2.8969
3/22/2008,8,-0.6042
3/22/2008,9,0.7348
3/22/2008,10,1.9118
3/22/2008,11,2.8303
3/22/2008,12,3.3515
3/22/2008,13,4.3708
3/22/2008,14,4.5547
3/22/2008,15,4.1666
3/22/2008,16,4.2759
3/22/2008,17,1.5732
3/22/2008,18,-1.7187
3/22/2008,19,-2.7566
3/22/2008,20,-3.5310
3/22/2008,21,-4.0918
3/22/2008,22,-4.2728
3/22/2008,23,-4.4484
3/23/2008,0,-4.5112
3/23/2008,1,-4.6987
3/23/2008,2,-5.1857
3/23/2008,3,-6.0747
3/23/2008,4,-6.4881
3/23/2008,5,-6.5151
3/23/2008,6,-6.5948
3/23/2008,7,-7.7961
3/23/2008,8,-5.2131
3/23/2008,9,-3.2249
3/23/2008,10,-1.5211
3/23/2008,11,0.7418
3/23/2008,12,2.4807
3/23/2008,13,4.4793
3/23/2008,14,6.0142
3/23/2008,15,7.4818
3/23/2008,16,8.2641
3/23/2008,17,7.9968
3/23/2008,18,6.3265
3/23/2008,19,4.3315
3/23/2008,20,4.0107
3/23/2008,21,4.9675
3/23/2008,22,6.9222
3/23/2008,23,7.1016
3/24/2008,0,7.5519
3/24/2008,1,7.4127
3/24/2008,2,7.9099
3/24/2008,3,8.9343
3/24/2008,4,9.0016
3/24/2008,5,8.8200
3/24/2008,6,8.6043
3/24/2008,7,9.3209
3/24/2008,8,9.3295
3/24/2008,9,11.0297
3/24/2008,10,11.7497
3/24/2008,11,12.5997
3/24/2008,12,13.8442
3/24/2008,13,14.7403
3/24/2008,14,14.8122
3/24/2008,15,15.0147
3/24/2008,16,15.1425
3/24/2008,17,15.5900
3/24/2008,18,14.1695
3/24/2008,19,12.7506
3/24/2008,20,12.1142
3/24/2008,21,10.2773
3/24/2008,22,10.7014
3/24/2008,23,11.3224
3/25/2008,0,10.5269
3/25/2008,1,9.9582
3/25/2008,2,9.9361
3/25/2008,3,9.0482
3/25/2008,4,9.3744
3/25/2008,5,7.9212
3/25/2008,6,4.7023
3/25/2008,7,1.9510
3/25/2008,8,3.4581
3/25/2008,9,4.6982
3/25/2008,10,6.0634
3/25/2008,11,7.6027
3/25/2008,12,8.7816
3/25/2008,13,10.9122
3/25/2008,14,12.6416
3/25/2008,15,13.5351
3/25/2008,16,13.5268
3/25/2008,17,14.1223
3/25/2008,18,12.6234
3/25/2008,19,10.4009
3/25/2008,20,9.3639
3/25/2008,21,8.8213
3/25/2008,22,6.6862
3/25/2008,23,4.5544
3/26/2008,0,4.2196
3/26/2008,1,3.1580
3/26/2008,2,2.7397
3/26/2008,3,2.1867
3/26/2008,4,1.3285
3/26/2008,5,0.6320
3/26/2008,6,0.2007
3/26/2008,7,0.6936
3/26/2008,8,4.0650
3/26/2008,9,6.8122
3/26/2008,10,8.7656
3/26/2008,11,10.8717
3/26/2008,12,14.4379
3/26/2008,13,17.3799
3/26/2008,14,18.4141
3/26/2008,15,18.4170
3/26/2008,16,18.0893
3/26/2008,17,17.2828
3/26/2008,18,15.6796
3/26/2008,19,14.6173
3/26/2008,20,13.3601
3/26/2008,21,12.7751
3/26/2008,22,12.2762
3/26/2008,23,11.9655
3/27/2008,0,9.6346
3/27/2008,1,8.0300
3/27/2008,2,4.5313
3/27/2008,3,1.8447
3/27/2008,4,0.1051
3/27/2008,5,0.0305
3/27/2008,6,-0.3218
3/27/2008,7,-0.2492
3/27/2008,8,-0.5240
3/27/2008,9,-0.7944
3/27/2008,10,-0.4320
3/27/2008,11,-0.0638
3/27/2008,12,0.7844
3/27/2008,13,1.3564
3/27/2008,14,2.3447
3/27/2008,15,3.6286
3/27/2008,16,5.2907
3/27/2008,17,5.6594
3/27/2008,18,4.9978
3/27/2008,19,3.0072
3/27/2008,20,3.2963
3/27/2008,21,2.6041
3/27/2008,22,0.4297
3/27/2008,23,-0.3712
3/28/2008,0,-0.5916
3/28/2008,1,-0.6548
3/28/2008,2,-0.9318
3/28/2008,3,-1.1914
3/28/2008,4,-2.1334
3/28/2008,5,-2.1983
3/28/2008,6,-2.2795
3/28/2008,7,-2.1045
3/28/2008,8,-1.8503
3/28/2008,9,-1.5735
3/28/2008,10,-0.9320
3/28/2008,11,-0.2381
3/28/2008,12,0.4986
3/28/2008,13,1.9334
3/28/2008,14,3.5762
3/28/2008,15,4.3360
3/28/2008,16,4.5816
3/28/2008,17,4.9515
3/28/2008,18,4.9545
3/28/2008,19,3.9402
3/28/2008,20,2.9128
3/28/2008,21,1.7706
3/28/2008,22,1.1079
3/28/2008,23,1.2122
3/29/2008,0,1.0567
3/29/2008,1,-0.0770
3/29/2008,2,-0.2407
3/29/2008,3,-0.2354
3/29/2008,4,-0.3635
3/29/2008,5,0.3135
3/29/2008,6,-0.9719
3/29/2008,7,0.0125
3/29/2008,8,2.8291
3/29/2008,9,6.2320
3/29/2008,10,12.5651
3/29/2008,11,13.4572
3/29/2008,12,14.7926
3/29/2008,13,15.8891
3/29/2008,14,16.5148
3/29/2008,15,16.1736
3/29/2008,16,16.0431
3/29/2008,17,14.5877
3/29/2008,18,12.5859
3/29/2008,19,10.1723
3/29/2008,20,9.1824
3/29/2008,21,9.5802
3/29/2008,22,7.4354
3/29/2008,23,5.6788
3/30/2008,0,4.3565
3/30/2008,1,1.9371
3/30/2008,2,-1.1509
3/30/2008,3,-2.0952
3/30/2008,4,-3.0954
3/30/2008,5,-3.9404
3/30/2008,6,-4.8765
3/30/2008,7,-5.0917
3/30/2008,8,-5.1073
3/30/2008,9,-4.6978
3/30/2008,10,-4.1715
3/30/2008,11,-3.7847
3/30/2008,12,-2.9675
3/30/2008,13,-1.4976
3/30/2008,14,0.0811
3/30/2008,15,2.4004
3/30/2008,16,3.2974
3/30/2008,17,2.8763
3/30/2008,18,2.4430
3/30/2008,19,1.7605
3/30/2008,20,1.7344
3/30/2008,21,-0.1031
3/30/2008,22,-2.4355
3/30/2008,23,-3.0749
3/31/2008,0,-3.3226
3/31/2008,1,-3.2944
3/31/2008,2,-3.5573
3/31/2008,3,-3.6551
3/31/2008,4,-3.8610
3/31/2008,5,-3.9538
3/31/2008,6,-4.1301
3/31/2008,7,-3.8745
3/31/2008,8,-3.5318
3/31/2008,9,-3.0948
3/31/2008,10,-2.3733
3/31/2008,11,-1.2161
3/31/2008,12,0.0074
3/31/2008,13,1.8853
3/31/2008,14,2.5669
3/31/2008,15,2.5419
3/31/2008,16,2.2146
3/31/2008,17,2.9545
3/31/2008,18,2.0252
3/31/2008,19,-0.6045
3/31/2008,20,-1.9975
3/31/2008,21,-2.5640
3/31/2008,22,-2.7932
3/31/2008,23,-3.0508
4/1/2008,0,-3.2173
4/1/2008,1,-3.9557
4/1/2008,2,-4.5528
4/1/2008,3,-5.6064
4/1/2008,4,-7.0579
4/1/2008,5,-7.3557
4/1/2008,6,-7.4185
4/1/2008,7,-5.9081
4/1/2008,8,-4.2594
4/1/2008,9,-2.8893
4/1/2008,10,-1.8689
4/1/2008,11,-0.6458
4/1/2008,12,0.4463
4/1/2008,13,1.2442
4/1/2008,14,2.2411
4/1/2008,15,2.7700
4/1/2008,16,3.1347
4/1/2008,17,3.2454
4/1/2008,18,2.6092
4/1/2008,19,2.0629
4/1/2008,20,1.4257
4/1/2008,21,0.4856
4/1/2008,22,-0.3504
4/1/2008,23,-1.2039
4/2/2008,0,-0.0144
4/2/2008,1,0.0297
4/2/2008,2,-0.4446
4/2/2008,3,-0.9321
4/2/2008,4,-2.2167
4/2/2008,5,-2.9281
4/2/2008,6,-3.4525
4/2/2008,7,-2.2332
4/2/2008,8,1.1082
4/2/2008,9,2.3256
4/2/2008,10,3.1603
4/2/2008,11,5.0781
4/2/2008,12,7.0471
4/2/2008,13,8.5310
4/2/2008,14,8.6045
4/2/2008,15,8.8608
4/2/2008,16,9.2207
4/2/2008,17,9.1616
4/2/2008,18,8.9954
4/2/2008,19,7.3062
4/2/2008,20,6.2668
4/2/2008,21,6.4333
4/2/2008,22,5.9226
4/2/2008,23,5.2922
4/3/2008,0,4.7880
4/3/2008,1,3.4512
4/3/2008,2,2.5349
4/3/2008,3,1.0018
4/3/2008,4,0.1746
4/3/2008,5,0.0563
4/3/2008,6,0.1252
4/3/2008,7,0.1799
4/3/2008,8,0.3235
4/3/2008,9,1.4454
4/3/2008,10,2.3873
4/3/2008,11,3.5797
4/3/2008,12,5.6153
4/3/2008,13,5.8978
4/3/2008,14,3.5317
4/3/2008,15,0.4995
4/3/2008,16,1.2796
4/3/2008,17,3.2161
4/3/2008,18,3.2076
4/3/2008,19,1.1875
4/3/2008,20,1.4205
4/3/2008,21,1.3942
4/3/2008,22,0.7903
4/3/2008,23,0.8286
4/4/2008,0,0.2129
4/4/2008,1,0.3477
4/4/2008,2,1.4607
4/4/2008,3,1.9782
4/4/2008,4,2.4990
4/4/2008,5,2.5143
4/4/2008,6,2.5439
4/4/2008,7,3.5989
4/4/2008,8,5.9899
4/4/2008,9,7.5334
4/4/2008,10,8.0482
4/4/2008,11,9.0257
4/4/2008,12,10.3847
4/4/2008,13,11.6529
4/4/2008,14,12.9850
4/4/2008,15,12.9128
4/4/2008,16,14.4223
4/4/2008,17,14.6551
4/4/2008,18,12.7185
4/4/2008,19,11.0608
4/4/2008,20,9.8975
4/4/2008,21,8.2843
4/4/2008,22,6.2301
4/4/2008,23,6.7288
4/5/2008,0,5.6118
4/5/2008,1,5.2461
4/5/2008,2,4.9702
4/5/2008,3,5.0612
4/5/2008,4,4.7828
4/5/2008,5,4.2710
4/5/2008,6,3.7657
4/5/2008,7,5.4582
4/5/2008,8,9.6447
4/5/2008,9,11.6730
4/5/2008,10,12.3689
4/5/2008,11,13.6426
4/5/2008,12,14.4291
4/5/2008,13,15.1547
4/5/2008,14,15.0159
4/5/2008,15,14.0375
4/5/2008,16,13.3885
4/5/2008,17,13.2708
4/5/2008,18,12.5525
4/5/2008,19,10.8389
4/5/2008,20,9.0727
4/5/2008,21,6.9782
4/5/2008,22,5.6962
4/5/2008,23,4.8169
4/6/2008,0,3.8738
4/6/2008,1,3.4643
4/6/2008,2,2.3227
4/6/2008,3,0.0200
4/6/2008,4,-1.0999
4/6/2008,5,-2.0358
4/6/2008,6,-2.9508
4/6/2008,7,-1.3522
4/6/2008,8,0.4913
4/6/2008,9,2.8817
4/6/2008,10,5.2082
4/6/2008,11,7.2970
4/6/2008,12,9.1421
4/6/2008,13,10.6574
4/6/2008,14,11.2425
4/6/2008,15,9.8032
4/6/2008,16,10.1371
4/6/2008,17,9.6512
4/6/2008,18,8.7781
4/6/2008,19,6.2204
4/6/2008,20,5.0502
4/6/2008,21,4.8011
4/6/2008,22,3.0230
4/6/2008,23,3.3200
4/7/2008,0,3.5464
4/7/2008,1,2.5748
4/7/2008,2,1.0269
4/7/2008,3,-0.4207
4/7/2008,4,-0.4968
4/7/2008,5,-0.7783
4/7/2008,6,-1.0761
4/7/2008,7,-0.9689
4/7/2008,8,-0.9821
4/7/2008,9,-1.0069
4/7/2008,10,-1.5232
4/7/2008,11,-1.6944
4/7/2008,12,-1.3099
4/7/2008,13,-0.4111
4/7/2008,14,1.1033
4/7/2008,15,3.1200
4/7/2008,16,2.5634
4/7/2008,17,3.0796
4/7/2008,18,2.4034
4/7/2008,19,0.8096
4/7/2008,20,0.2803
4/7/2008,21,0.4919
4/7/2008,22,-0.2855
4/7/2008,23,-0.2229
4/8/2008,0,-0.4412
4/8/2008,1,-0.1691
4/8/2008,2,-1.5093
4/8/2008,3,0.7963
4/8/2008,4,1.7700
4/8/2008,5,1.5472
4/8/2008,6,1.3042
4/8/2008,7,1.6615
4/8/2008,8,3.2106
4/8/2008,9,4.7774
4/8/2008,10,5.8718
4/8/2008,11,6.8980
4/8/2008,12,8.1082
4/8/2008,13,9.1757
4/8/2008,14,9.9532
4/8/2008,15,10.2935
4/8/2008,16,10.6972
4/8/2008,17,10.1156
4/8/2008,18,8.8123
4/8/2008,19,7.0051
4/8/2008,20,6.2793
4/8/2008,21,5.9786
4/8/2008,22,5.9726
4/8/2008,23,5.5396
4/9/2008,0,4.9653
4/9/2008,1,4.0605
4/9/2008,2,3.2163
4/9/2008,3,2.8687
4/9/2008,4,1.5770
4/9/2008,5,0.6134
4/9/2008,6,0.1712
4/9/2008,7,-0.3888
4/9/2008,8,1.0721
4/9/2008,9,2.6452
4/9/2008,10,4.2363
4/9/2008,11,5.0843
4/9/2008,12,6.4539
4/9/2008,13,7.5260
4/9/2008,14,8.2349
4/9/2008,15,8.7413
4/9/2008,16,8.5928
4/9/2008,17,7.2586
4/9/2008,18,5.7658
4/9/2008,19,4.5870
4/9/2008,20,3.9886
4/9/2008,21,3.4374
4/9/2008,22,2.4473
4/9/2008,23,0.3689
4/10/2008,0,-0.5334
4/10/2008,1,-0.8320
4/10/2008,2,-1.0829
4/10/2008,3,-1.2646
4/10/2008,4,-1.5761
4/10/2008,5,-1.9065
4/10/2008,6,-2.1913
4/10/2008,7,-2.3422
4/10/2008,8,-2.2261
4/10/2008,9,-2.1354
4/10/2008,10,-2.0607
4/10/2008,11,-1.5360
4/10/2008,12,-0.9435
4/10/2008,13,-0.1896
4/10/2008,14,1.2057
4/10/2008,15,2.9105
4/10/2008,16,4.0882
4/10/2008,17,3.8231
4/10/2008,18,2.8956
4/10/2008,19,2.2995
4/10/2008,20,2.0490
4/10/2008,21,1.9511
4/10/2008,22,1.8379
4/10/2008,23,1.5399
4/11/2008,0,0.1466
4/11/2008,1,-0.0137
4/11/2008,2,0.5655
4/11/2008,3,0.9117
4/11/2008,4,0.8199
4/11/2008,5,0.3601
4/11/2008,6,-0.3275
4/11/2008,7,-0.2999
4/11/2008,8,0.6079
4/11/2008,9,1.7711
4/11/2008,10,1.7505
4/11/2008,11,0.8859
4/11/2008,12,3.1338
4/11/2008,13,2.3595
4/11/2008,14,1.3295
4/11/2008,15,2.7637
4/11/2008,16,3.7942
4/11/2008,17,3.5945
4/11/2008,18,3.8071
4/11/2008,19,2.4549
4/11/2008,20,1.3418
4/11/2008,21,0.2912
4/11/2008,22,-0.4714
4/11/2008,23,-0.5132
4/12/2008,0,-0.7536
4/12/2008,1,-1.2174
4/12/2008,2,-1.2305
4/12/2008,3,-1.6782
4/12/2008,4,-1.2915
4/12/2008,5,-0.5904
4/12/2008,6,-0.1651
4/12/2008,7,0.6172
4/12/2008,8,1.9922
4/12/2008,9,3.5700
4/12/2008,10,4.6716
4/12/2008,11,5.6958
4/12/2008,12,6.3800
4/12/2008,13,6.6200
4/12/2008,14,7.1175
4/12/2008,15,7.5026
4/12/2008,16,7.6627
4/12/2008,17,7.4346
4/12/2008,18,6.4892
4/12/2008,19,4.4542
4/12/2008,20,1.2002
4/12/2008,21,1.0644
4/12/2008,22,0.2650
4/12/2008,23,-0.1066
4/13/2008,0,-0.2542
4/13/2008,1,-0.9570
4/13/2008,2,-1.6081
4/13/2008,3,-1.8355
4/13/2008,4,-2.0810
4/13/2008,5,-2.1154
4/13/2008,6,-1.6321
4/13/2008,7,1.4313
4/13/2008,8,4.7737
4/13/2008,9,6.6820
4/13/2008,10,7.8509
4/13/2008,11,9.1654
4/13/2008,12,10.2786
4/13/2008,13,11.2527
4/13/2008,14,12.1116
4/13/2008,15,12.7867
4/13/2008,16,13.3127
4/13/2008,17,13.5113
4/13/2008,18,12.5854
4/13/2008,19,9.5716
4/13/2008,20,7.7764
4/13/2008,21,7.1494
4/13/2008,22,6.0640
4/13/2008,23,7.1230
4/14/2008,0,6.9500
4/14/2008,1,7.4223
4/14/2008,2,7.9025
4/14/2008,3,6.5513
4/14/2008,4,6.0471
4/14/2008,5,3.9485
4/14/2008,6,5.4039
4/14/2008,7,8.9374
4/14/2008,8,13.3149
4/14/2008,9,14.9882
4/14/2008,10,16.2399
4/14/2008,11,17.3448
4/14/2008,12,18.8915
4/14/2008,13,20.0101
4/14/2008,14,20.7535
4/14/2008,15,21.2813
4/14/2008,16,21.3327
4/14/2008,17,20.8766
4/14/2008,18,19.9029
4/14/2008,19,15.8656
4/14/2008,20,15.7169
4/14/2008,21,16.1771
4/14/2008,22,12.7379
4/14/2008,23,11.7727
4/15/2008,0,11.5004
4/15/2008,1,13.6989
4/15/2008,2,12.3787
4/15/2008,3,11.3150
4/15/2008,4,10.2206
4/15/2008,5,10.5079
4/15/2008,6,11.5257
4/15/2008,7,14.3314
4/15/2008,8,18.9151
4/15/2008,9,20.4896
4/15/2008,10,21.0460
4/15/2008,11,22.4766
4/15/2008,12,23.6145
4/15/2008,13,24.4402
4/15/2008,14,24.7530
4/15/2008,15,24.8693
4/15/2008,16,24.7657
4/15/2008,17,23.6474
4/15/2008,18,22.0157
4/15/2008,19,19.8738
4/15/2008,20,17.5648
4/15/2008,21,18.2538
4/15/2008,22,16.3665
4/15/2008,23,12.4410
4/16/2008,0,10.2613
4/16/2008,1,8.5326
4/16/2008,2,7.6530
4/16/2008,3,4.3226
4/16/2008,4,3.6479
4/16/2008,5,3.7339
4/16/2008,6,2.9131
4/16/2008,7,3.3281
4/16/2008,8,4.2678
4/16/2008,9,5.1815
4/16/2008,10,6.0322
4/16/2008,11,5.0429
4/16/2008,12,4.9132
4/16/2008,13,1.3999
4/16/2008,14,0.2732
4/16/2008,15,-1.3532
4/16/2008,16,-1.7309
4/16/2008,17,-1.9706
4/16/2008,18,-2.1140
4/16/2008,19,-2.1897
4/16/2008,20,-2.1337
4/16/2008,21,-2.0913
4/16/2008,22,-2.1332
4/16/2008,23,-2.1687
4/17/2008,0,-2.2006
4/17/2008,1,-1.8093
4/17/2008,2,-1.3535
4/17/2008,3,-1.3729
4/17/2008,4,-1.2926
4/17/2008,5,-2.3454
4/17/2008,6,-3.0678
4/17/2008,7,-2.4617
4/17/2008,8,-1.1729
4/17/2008,9,-0.6237
4/17/2008,10,0.0150
4/17/2008,11,1.3138
4/17/2008,12,1.8639
4/17/2008,13,3.4210
4/17/2008,14,4.1819
4/17/2008,15,4.8516
4/17/2008,16,5.4617
4/17/2008,17,5.7733
4/17/2008,18,5.7104
4/17/2008,19,4.4171
4/17/2008,20,3.7643
4/17/2008,21,2.8452
4/17/2008,22,2.8643
4/17/2008,23,4.0193
4/18/2008,0,4.8620
4/18/2008,1,5.0317
4/18/2008,2,4.7859
4/18/2008,3,4.6888
4/18/2008,4,3.8682
4/18/2008,5,5.3726
4/18/2008,6,5.4708
4/18/2008,7,6.4038
4/18/2008,8,8.0935
4/18/2008,9,10.3477
4/18/2008,10,11.9617
4/18/2008,11,13.3340
4/18/2008,12,14.2852
4/18/2008,13,15.2030
4/18/2008,14,15.5628
4/18/2008,15,15.8841
4/18/2008,16,16.1397
4/18/2008,17,16.0855
4/18/2008,18,15.3811
4/18/2008,19,13.4833
4/18/2008,20,13.0879
4/18/2008,21,12.7171
4/18/2008,22,12.7015
4/18/2008,23,11.3591
4/19/2008,0,10.1951
4/19/2008,1,10.1505
4/19/2008,2,9.0697
4/19/2008,3,9.0288
4/19/2008,4,8.7613
4/19/2008,5,7.7208
4/19/2008,6,8.1062
4/19/2008,7,11.8053
4/19/2008,8,15.4833
4/19/2008,9,17.0908
4/19/2008,10,17.8558
4/19/2008,11,18.9575
4/19/2008,12,20.4020
4/19/2008,13,21.4498
4/19/2008,14,22.8217
4/19/2008,15,23.1652
4/19/2008,16,23.2373
4/19/2008,17,22.3361
4/19/2008,18,21.2767
4/19/2008,19,18.3698
4/19/2008,20,16.6409
4/19/2008,21,13.9977
4/19/2008,22,11.5985
4/19/2008,23,12.6259
4/20/2008,0,13.1542
4/20/2008,1,13.0539
4/20/2008,2,11.9353
4/20/2008,3,12.5765
4/20/2008,4,12.8392
4/20/2008,5,12.1908
4/20/2008,6,13.7576
4/20/2008,7,13.7906
4/20/2008,8,14.6877
4/20/2008,9,15.7301
4/20/2008,10,16.8741
4/20/2008,11,18.0165
4/20/2008,12,19.0374
4/20/2008,13,19.8738
4/20/2008,14,20.3248
4/20/2008,15,20.2954
4/20/2008,16,19.8526
4/20/2008,17,19.2192
4/20/2008,18,17.9761
4/20/2008,19,15.8578
4/20/2008,20,14.0634
4/20/2008,21,12.1819
4/20/2008,22,11.2517
4/20/2008,23,10.8823
4/21/2008,0,9.9897
4/21/2008,1,7.5555
4/21/2008,2,3.1770
4/21/2008,3,1.5971
4/21/2008,4,1.0148
4/21/2008,5,0.5946
4/21/2008,6,-0.0134
4/21/2008,7,1.4235
4/21/2008,8,3.5175
4/21/2008,9,4.3319
4/21/2008,10,5.4905
4/21/2008,11,6.7658
4/21/2008,12,8.2743
4/21/2008,13,9.4418
4/21/2008,14,10.9454
4/21/2008,15,10.3930
4/21/2008,16,9.1005
4/21/2008,17,8.1993
4/21/2008,18,8.0238
4/21/2008,19,6.8227
4/21/2008,20,5.6736
4/21/2008,21,5.5113
4/21/2008,22,4.0238
4/21/2008,23,3.5501
4/22/2008,0,3.0202
4/22/2008,1,2.4603
4/22/2008,2,2.2780
4/22/2008,3,1.6080
4/22/2008,4,0.9029
4/22/2008,5,0.1323
4/22/2008,6,0.1839
4/22/2008,7,3.0787
4/22/2008,8,5.6379
4/22/2008,9,7.3885
4/22/2008,10,9.0394
4/22/2008,11,11.0801
4/22/2008,12,12.9590
4/22/2008,13,14.9609
4/22/2008,14,16.2715
4/22/2008,15,16.9720
4/22/2008,16,17.2927
4/22/2008,17,17.1784
4/22/2008,18,16.5212
4/22/2008,19,13.9373
4/22/2008,20,11.9844
4/22/2008,21,10.8581
4/22/2008,22,9.7108
4/22/2008,23,8.5854
4/23/2008,0,8.7852
4/23/2008,1,8.7434
4/23/2008,2,7.8927
4/23/2008,3,6.3638
4/23/2008,4,5.4626
4/23/2008,5,4.6168
4/23/2008,6,5.1380
4/23/2008,7,7.8092
4/23/2008,8,10.1831
4/23/2008,9,12.6116
4/23/2008,10,14.7768
4/23/2008,11,16.5842
4/23/2008,12,18.3993
4/23/2008,13,17.9752
4/23/2008,14,18.5537
4/23/2008,15,19.5430
4/23/2008,16,21.0529
4/23/2008,17,20.5612
4/23/2008,18,19.5125
4/23/2008,19,17.6814
4/23/2008,20,16.5348
4/23/2008,21,16.1855
4/23/2008,22,14.9581
4/23/2008,23,12.4674
4/24/2008,0,11.3374
4/24/2008,1,11.1030
4/24/2008,2,10.6224
4/24/2008,3,10.3170
4/24/2008,4,8.9459
4/24/2008,5,8.2196
4/24/2008,6,6.5272
4/24/2008,7,8.4701
4/24/2008,8,10.9107
4/24/2008,9,12.2669
4/24/2008,10,13.0981
4/24/2008,11,14.0449
4/24/2008,12,16.0203
4/24/2008,13,16.4750
4/24/2008,14,16.7604
4/24/2008,15,16.3119
4/24/2008,16,15.6190
4/24/2008,17,13.8239
4/24/2008,18,11.8079
4/24/2008,19,10.1443
4/24/2008,20,7.9360
4/24/2008,21,6.1318
4/24/2008,22,5.1904
4/24/2008,23,4.5195
4/25/2008,0,3.4435
4/25/2008,1,2.6277
4/25/2008,2,1.9954
4/25/2008,3,1.3151
4/25/2008,4,0.9932
4/25/2008,5,1.1419
4/25/2008,6,1.2638
4/25/2008,7,2.4863
4/25/2008,8,4.1162
4/25/2008,9,5.1854
4/25/2008,10,6.2857
4/25/2008,11,6.4265
4/25/2008,12,7.1971
4/25/2008,13,8.3390
4/25/2008,14,8.6282
4/25/2008,15,9.6701
4/25/2008,16,9.6374
4/25/2008,17,9.2120
4/25/2008,18,8.4738
4/25/2008,19,7.5788
4/25/2008,20,7.1311
4/25/2008,21,7.0038
4/25/2008,22,6.7612
4/25/2008,23,5.9025
4/26/2008,0,4.5648
4/26/2008,1,5.0331
4/26/2008,2,4.6884
4/26/2008,3,3.9142
4/26/2008,4,3.3628
4/26/2008,5,3.0359
4/26/2008,6,1.9672
4/26/2008,7,2.7498
4/26/2008,8,3.2799
4/26/2008,9,3.8696
4/26/2008,10,2.8056
4/26/2008,11,-0.5720
4/26/2008,12,-0.1619
4/26/2008,13,1.7329
4/26/2008,14,3.3211
4/26/2008,15,3.8500
4/26/2008,16,4.0903
4/26/2008,17,4.4986
4/26/2008,18,5.1551
4/26/2008,19,4.7795
4/26/2008,20,3.6727
4/26/2008,21,2.8982
4/26/2008,22,1.7783
4/26/2008,23,-0.4400
4/27/2008,0,-1.8465
4/27/2008,1,-2.1561
4/27/2008,2,-3.7293
4/27/2008,3,-3.8034
4/27/2008,4,-4.2756
4/27/2008,5,-3.9067
4/27/2008,6,-1.5819
4/27/2008,7,0.8405
4/27/2008,8,3.3536
4/27/2008,9,4.8853
4/27/2008,10,6.9178
4/27/2008,11,8.5534
4/27/2008,12,10.0832
4/27/2008,13,11.7493
4/27/2008,14,13.1002
4/27/2008,15,13.5021
4/27/2008,16,13.6981
4/27/2008,7,13.6210
4/27/2008,16,13.8991
4/27/2008,17,13.9318
4/27/2008,18,13.3211
4/27/2008,19,11.4902
4/27/2008,20,11.1488
4/27/2008,21,10.6437
4/27/2008,22,10.1099
4/27/2008,23,10.1010
4/28/2008,0,9.9040
4/28/2008,1,10.6942
4/28/2008,2,10.7344
4/28/2008,3,10.3204
4/28/2008,4,7.7061
4/28/2008,5,10.3191
4/28/2008,6,9.8072
4/28/2008,7,8.5831
4/28/2008,8,10.9714
4/28/2008,9,10.6825
4/28/2008,10,13.5961
4/28/2008,11,13.7890
4/28/2008,12,15.0121
4/28/2008,13,15.7642
4/28/2008,14,18.1469
4/28/2008,15,19.2175
4/28/2008,16,19.8422
4/28/2008,17,19.5611
4/28/2008,18,18.9271
4/28/2008,19,16.8996
4/28/2008,20,14.5391
4/28/2008,21,13.2424
4/28/2008,22,12.5996
4/28/2008,23,11.7213
4/29/2008,0,12.0027
4/29/2008,1,11.6788
4/29/2008,2,12.1232
4/29/2008,3,14.0038
4/29/2008,4,12.6060
4/29/2008,5,13.0393
4/29/2008,6,12.5568
4/29/2008,7,13.1455
4/29/2008,8,16.0035
4/29/2008,9,17.2442
4/29/2008,10,18.7284
4/29/2008,11,19.0207
4/29/2008,12,20.3876
4/29/2008,13,20.7381
4/29/2008,14,21.5288
4/29/2008,15,21.3692
4/29/2008,16,22.4264
4/29/2008,17,22.2966
4/29/2008,18,21.4164
4/29/2008,19,17.5889
4/29/2008,20,15.1584
4/29/2008,21,15.4335
4/29/2008,22,14.7812
4/29/2008,23,12.7234
4/30/2008,0,12.6270
4/30/2008,1,12.7442
4/30/2008,2,11.5986
4/30/2008,3,12.7182
4/30/2008,4,13.8587
4/30/2008,5,14.3811
4/30/2008,6,13.9067
4/30/2008,7,16.8516
4/30/2008,8,18.4571
4/30/2008,9,19.4904
4/30/2008,10,20.4778
4/30/2008,11,21.0022
4/30/2008,12,21.7005
4/30/2008,13,21.9748
4/30/2008,14,22.4478
4/30/2008,15,23.9828
4/30/2008,16,23.8401
4/30/2008,17,23.3708
4/30/2008,18,21.0568
4/30/2008,19,18.5233
4/30/2008,20,17.1099
4/30/2008,21,14.4252
4/30/2008,22,11.5070
4/30/2008,23,9.0655
