DATE (MM/DD/YYYY),HOUR-MST,Avg Temperature @ 2m [deg C]
2/9/2008,13,7.1756
2/9/2008,14,7.6680
2/9/2008,15,7.9675
2/9/2008,16,8.7762
2/9/2008,17,8.1039
2/9/2008,18,7.3204
2/9/2008,19,7.3365
2/9/2008,20,7.2322
2/9/2008,21,7.1250
2/9/2008,22,6.1510
2/9/2008,23,5.5642
2/10/2008,0,6.8806
2/10/2008,1,6.5673
2/10/2008,2,6.3587
2/10/2008,3,5.3786
2/10/2008,4,4.5961
2/10/2008,5,3.6388
2/10/2008,6,5.3159
2/10/2008,7,5.4748
2/10/2008,8,5.5927
2/10/2008,9,5.6817
2/10/2008,10,7.2820
2/10/2008,11,8.0116
2/10/2008,12,9.6968
2/10/2008,13,11.5914
2/10/2008,14,11.5627
2/10/2008,15,12.0770
2/10/2008,16,11.4253
2/10/2008,17,10.3838
2/10/2008,18,8.7542
2/10/2008,19,8.1449
2/10/2008,20,6.6786
2/10/2008,21,7.3898
2/10/2008,22,5.9791
2/10/2008,23,8.2398
2/11/2008,0,7.3802
2/11/2008,1,7.2210
2/11/2008,2,6.8571
2/11/2008,3,6.5515
2/11/2008,4,6.5173
2/11/2008,5,6.3717
2/11/2008,6,6.5264
2/11/2008,7,6.9279
2/11/2008,8,6.7036
2/11/2008,9,6.6487
2/11/2008,10,6.8413
2/11/2008,11,6.5215
2/11/2008,12,7.0098
2/11/2008,13,5.4740
2/11/2008,14,5.3756
2/11/2008,15,4.6459
2/11/2008,16,2.1595
2/11/2008,17,-0.2376
2/11/2008,18,-1.3269
2/11/2008,19,-2.8500
2/11/2008,20,-2.9197
2/11/2008,21,-2.7002
2/11/2008,22,-2.9867
2/11/2008,23,-2.9747
2/12/2008,0,-2.7520
2/12/2008,1,-1.3669
2/12/2008,2,0.3635
2/12/2008,3,0.0339
2/12/2008,4,-3.2713
2/12/2008,5,-3.1988
2/12/2008,6,-2.8764
2/12/2008,7,-2.4161
2/12/2008,8,-1.1938
2/12/2008,9,0.2573
2/12/2008,10,1.6548
2/12/2008,11,2.3212
2/12/2008,12,3.4686
2/12/2008,13,4.9368
2/12/2008,14,5.1534
2/12/2008,15,4.9382
2/12/2008,16,5.4838
2/12/2008,17,4.4892
2/12/2008,18,2.0528
2/12/2008,19,0.4287
2/12/2008,20,-1.3832
2/12/2008,21,-1.3849
2/12/2008,22,-0.8707
2/12/2008,23,3.6429
2/13/2008,0,2.4281
2/13/2008,1,5.7265
2/13/2008,2,5.9464
2/13/2008,3,3.9607
2/13/2008,4,5.4339
2/13/2008,5,7.0658
2/13/2008,6,7.1423
2/13/2008,7,7.4714
2/13/2008,8,8.0508
2/13/2008,9,9.0365
2/13/2008,10,11.1141
2/13/2008,11,12.4495
2/13/2008,12,13.8597
2/13/2008,13,14.9589
2/13/2008,14,16.1548
2/13/2008,15,16.5787
2/13/2008,16,16.2964
2/13/2008,17,14.6135
2/13/2008,18,12.6620
2/13/2008,19,11.7827
2/13/2008,20,10.3533
2/13/2008,21,9.7890
2/13/2008,22,4.6104
2/13/2008,23,0.7162
2/14/2008,0,-0.2783
2/14/2008,1,-1.8966
2/14/2008,2,-3.2206
2/14/2008,3,-4.2919
2/14/2008,4,-4.9485
2/14/2008,5,-6.3278
2/14/2008,6,-6.7622
2/14/2008,7,-7.5744
2/14/2008,8,-7.8141
2/14/2008,9,-8.5638
2/14/2008,10,-8.7529
2/14/2008,11,-8.6265
2/14/2008,12,-8.4544
2/14/2008,13,-7.2536
2/14/2008,14,-7.0280
2/14/2008,15,-6.9163
2/14/2008,16,-6.8098
2/14/2008,17,-6.6707
2/14/2008,18,-6.5711
2/14/2008,19,-6.5431
2/14/2008,20,-6.7240
2/14/2008,21,-6.7717
2/14/2008,22,-6.8278
2/14/2008,23,-6.7587
2/15/2008,0,-6.7448
2/15/2008,1,-6.8821
2/15/2008,2,-6.9802
2/15/2008,3,-7.1772
2/15/2008,4,-7.7489
2/15/2008,5,-7.8467
2/15/2008,6,-8.4855
2/15/2008,7,-9.9357
2/15/2008,8,-8.5768
2/15/2008,9,-5.8765
2/15/2008,10,-3.9316
2/15/2008,11,-2.8776
2/15/2008,12,-1.0511
2/15/2008,13,0.0491
2/15/2008,14,1.2773
2/15/2008,15,2.0536
2/15/2008,16,3.0349
2/15/2008,17,2.4518
2/15/2008,18,0.3446
2/15/2008,19,-0.6438
2/15/2008,20,-1.8342
2/15/2008,21,-2.0411
2/15/2008,22,-2.1810
2/15/2008,23,-2.6196
2/16/2008,0,-2.7210
2/16/2008,1,-2.5315
2/16/2008,2,-0.6211
2/16/2008,3,0.7114
2/16/2008,4,2.9270
2/16/2008,5,4.2021
2/16/2008,6,3.4928
2/16/2008,7,6.1877
2/16/2008,8,6.2497
2/16/2008,9,7.4236
2/16/2008,10,8.5730
2/16/2008,11,10.0020
2/16/2008,12,10.5524
2/16/2008,13,10.2603
2/16/2008,14,9.4708
2/16/2008,15,9.2628
2/16/2008,16,7.1796
2/16/2008,17,6.0632
2/16/2008,18,3.9510
2/16/2008,19,2.3434
2/16/2008,20,1.4181
2/16/2008,21,0.8775
2/16/2008,22,0.9988
2/16/2008,23,0.4241
2/17/2008,0,0.3108
2/17/2008,1,0.6175
2/17/2008,2,0.6666
2/17/2008,3,0.2245
2/17/2008,4,-0.9513
2/17/2008,5,-0.8223
2/17/2008,6,-0.7001
2/17/2008,7,-1.8155
2/17/2008,8,-4.3984
2/17/2008,9,-5.7157
2/17/2008,10,-5.0460
2/17/2008,11,-4.7486
2/17/2008,12,-4.0145
2/17/2008,13,-3.4128
2/17/2008,14,-2.6586
2/17/2008,15,-3.1121
2/17/2008,16,-3.3354
2/17/2008,17,-3.7152
2/17/2008,18,-4.8082
2/17/2008,19,-6.1574
2/17/2008,20,-4.9025
2/17/2008,21,-3.6988
2/17/2008,22,-3.5446
2/17/2008,23,-3.1624
2/18/2008,0,-3.0837
2/18/2008,1,-2.4050
2/18/2008,2,-2.4223
2/18/2008,3,-3.0741
2/18/2008,4,-3.0347
2/18/2008,5,-3.0130
2/18/2008,6,-2.8288
2/18/2008,7,-2.6532
2/18/2008,8,-2.2270
2/18/2008,9,-1.1723
2/18/2008,10,-0.2111
2/18/2008,11,0.8104
2/18/2008,12,2.0379
2/18/2008,13,2.9811
2/18/2008,14,3.6933
2/18/2008,15,4.5331
2/18/2008,16,4.9378
2/18/2008,17,4.2950
2/18/2008,18,3.3689
2/18/2008,19,2.7229
2/18/2008,20,3.2122
2/18/2008,21,3.2903
2/18/2008,22,3.5018
2/18/2008,23,3.7125
2/19/2008,0,3.8995
2/19/2008,1,3.5512
2/19/2008,2,3.8403
2/19/2008,3,3.5403
2/19/2008,4,4.3896
2/19/2008,5,4.3441
2/19/2008,6,4.8031
2/19/2008,7,3.7222
2/19/2008,8,3.2413
2/19/2008,9,6.8514
2/19/2008,10,9.5599
2/19/2008,11,10.6189
2/19/2008,12,11.6307
2/19/2008,13,12.8277
2/19/2008,14,13.9643
2/19/2008,15,14.4727
2/19/2008,16,13.8632
2/19/2008,17,12.4646
2/19/2008,18,9.4750
2/19/2008,19,8.0826
2/19/2008,20,7.3350
2/19/2008,21,6.3887
2/19/2008,22,5.3193
2/19/2008,23,4.0180
2/20/2008,0,2.9928
2/20/2008,1,2.0456
2/20/2008,2,1.5658
2/20/2008,3,1.5813
2/20/2008,4,0.6967
2/20/2008,5,0.2886
2/20/2008,6,-0.1515
2/20/2008,7,-1.2962
2/20/2008,8,-1.1409
2/20/2008,9,-0.7167
2/20/2008,10,0.2820
2/20/2008,11,2.2723
2/20/2008,12,2.9471
2/20/2008,13,2.9692
2/20/2008,14,3.0301
2/20/2008,15,3.8458
2/20/2008,16,3.4915
2/20/2008,17,2.7575
2/20/2008,18,0.2809
2/20/2008,19,-1.3408
2/20/2008,20,-1.5203
2/20/2008,21,-1.5822
2/20/2008,22,-1.1401
2/20/2008,23,-1.1837
2/21/2008,0,-1.0397
2/21/2008,1,-0.5996
2/21/2008,2,-0.0516
2/21/2008,3,1.7832
2/21/2008,4,0.6348
2/21/2008,5,-2.3767
2/21/2008,6,0.5294
2/21/2008,7,-0.1114
2/21/2008,8,0.4235
2/21/2008,9,3.2163
2/21/2008,10,4.6090
2/21/2008,11,4.6675
2/21/2008,12,5.4794
2/21/2008,13,5.9762
2/21/2008,14,5.6778
2/21/2008,15,5.4901
2/21/2008,16,5.0430
2/21/2008,17,4.3036
2/21/2008,18,3.7335
2/21/2008,19,3.5382
2/21/2008,20,2.2196
2/21/2008,21,1.1133
2/21/2008,22,0.4138
2/21/2008,23,-0.1091
2/22/2008,0,0.0101
2/22/2008,1,-0.8400
2/22/2008,2,-0.4788
2/22/2008,3,0.6966
2/22/2008,4,-0.3302
2/22/2008,5,-1.6392
2/22/2008,6,-1.9563
2/22/2008,7,-2.0311
2/22/2008,8,-0.8549
2/22/2008,9,1.2496
2/22/2008,10,2.7969
2/22/2008,11,5.5071
2/22/2008,12,7.2541
2/22/2008,13,8.2970
2/22/2008,14,8.5556
2/22/2008,15,8.0362
2/22/2008,16,7.9838
2/22/2008,17,7.5174
2/22/2008,18,6.3361
2/22/2008,19,4.6538
2/22/2008,20,4.4648
2/22/2008,21,4.0584
2/22/2008,22,3.5281
2/22/2008,23,3.3480
2/23/2008,0,1.9706
2/23/2008,1,1.3796
2/23/2008,2,0.6068
2/23/2008,3,0.6941
2/23/2008,4,-0.1747
2/23/2008,5,-0.3398
2/23/2008,6,-0.4405
2/23/2008,7,-0.1207
2/23/2008,8,0.6971
2/23/2008,9,3.2799
2/23/2008,10,3.5709
2/23/2008,11,5.0736
2/23/2008,12,5.9872
2/23/2008,13,6.9960
2/23/2008,14,7.7017
2/23/2008,15,7.6260
2/23/2008,16,7.9648
2/23/2008,17,7.5827
2/23/2008,18,6.5008
2/23/2008,19,4.8723
2/23/2008,20,4.2760
2/23/2008,21,3.8982
2/23/2008,22,4.2466
2/23/2008,23,4.3148
2/24/2008,0,4.2819
2/24/2008,1,1.9701
2/24/2008,2,4.3446
2/24/2008,3,4.7657
2/24/2008,4,5.0696
2/24/2008,5,3.8244
2/24/2008,6,1.9329
2/24/2008,7,1.5657
2/24/2008,8,4.2886
2/24/2008,9,7.0329
2/24/2008,10,7.1305
2/24/2008,11,7.5263
2/24/2008,12,8.8834
2/24/2008,13,10.8805
2/24/2008,14,13.1807
2/24/2008,15,13.3024
2/24/2008,16,11.7548
2/24/2008,17,11.1792
2/24/2008,18,8.8120
2/24/2008,19,7.4898
2/24/2008,20,6.9018
2/24/2008,21,6.4263
2/24/2008,22,7.2873
2/24/2008,23,5.3608
2/25/2008,0,6.0372
2/25/2008,1,6.1434
2/25/2008,2,5.2202
2/25/2008,3,5.1192
2/25/2008,4,3.2043
2/25/2008,5,1.6766
2/25/2008,6,1.4454
2/25/2008,7,2.6330
2/25/2008,8,2.5736
2/25/2008,9,3.5676
2/25/2008,10,3.4274
2/25/2008,11,3.1158
2/25/2008,12,3.2087
2/25/2008,13,4.0710
2/25/2008,14,4.7025
2/25/2008,15,4.0858
2/25/2008,16,3.5198
2/25/2008,17,3.6328
2/25/2008,18,1.8453
2/25/2008,19,-0.2365
2/25/2008,20,-0.5574
2/25/2008,21,-0.8257
2/25/2008,22,-0.8964
2/25/2008,23,-1.5052
2/26/2008,0,-2.6309
2/26/2008,1,-3.4582
2/26/2008,2,-4.3648
2/26/2008,3,-4.7266
2/26/2008,4,-4.8534
2/26/2008,5,-4.8933
2/26/2008,6,-6.4053
2/26/2008,7,-7.2708
2/26/2008,8,-5.9577
2/26/2008,9,-3.5525
2/26/2008,10,-1.8356
2/26/2008,11,-0.5420
2/26/2008,12,0.9512
2/26/2008,13,3.4913
2/26/2008,14,4.8040
2/26/2008,15,5.7231
2/26/2008,16,5.7543
2/26/2008,17,4.5572
2/26/2008,18,2.2392
2/26/2008,19,0.5368
2/26/2008,20,0.8088
2/26/2008,21,4.1282
2/26/2008,22,4.6130
2/26/2008,23,4.5138
2/27/2008,0,4.3748
2/27/2008,1,3.6976
2/27/2008,2,-1.4412
2/27/2008,3,-2.2493
2/27/2008,4,-3.3912
2/27/2008,5,-2.6115
2/27/2008,6,-2.9304
2/27/2008,7,-4.3298
2/27/2008,8,-3.1070
2/27/2008,9,-1.1022
2/27/2008,10,1.1610
2/27/2008,11,3.9712
2/27/2008,12,7.0294
2/27/2008,13,11.5469
2/27/2008,14,11.5284
2/27/2008,15,10.3962
2/27/2008,16,11.3715
2/27/2008,17,9.8283
2/27/2008,18,7.6505
2/27/2008,19,8.2256
2/27/2008,20,7.5330
2/27/2008,21,5.7322
2/27/2008,22,5.9603
2/27/2008,23,6.3157
2/28/2008,0,6.9206
2/28/2008,1,6.0145
2/28/2008,2,7.8767
2/28/2008,3,7.4716
2/28/2008,4,9.1240
2/28/2008,5,8.3551
2/28/2008,6,7.1269
2/28/2008,7,5.7045
2/28/2008,8,5.9707
2/28/2008,9,7.9815
2/28/2008,10,8.9013
2/28/2008,11,10.3143
2/28/2008,12,11.3376
2/28/2008,13,12.2815
2/28/2008,14,12.8734
2/28/2008,15,11.8803
2/28/2008,16,11.4287
2/28/2008,17,11.4225
2/28/2008,18,10.3162
2/28/2008,19,9.7264
2/28/2008,20,9.6398
2/28/2008,21,8.8669
2/28/2008,22,8.8307
2/28/2008,23,7.7894
2/29/2008,0,6.0591
2/29/2008,1,2.5970
2/29/2008,2,2.0714
2/29/2008,3,0.6373
2/29/2008,4,0.6898
2/29/2008,5,0.0439
2/29/2008,6,-0.8243
2/29/2008,7,-1.4787
2/29/2008,8,0.0342
2/29/2008,9,2.8000
2/29/2008,10,5.2514
2/29/2008,11,8.3189
2/29/2008,12,10.6231
2/29/2008,13,12.3118
2/29/2008,14,13.8646
2/29/2008,15,14.6983
2/29/2008,16,13.7806
2/29/2008,17,13.6335
2/29/2008,18,11.4526
2/29/2008,19,8.4551
2/29/2008,20,9.0806
2/29/2008,21,12.2214
2/29/2008,22,11.5546
2/29/2008,23,12.6629
3/1/2008,0,12.8628
3/1/2008,1,12.6181
3/1/2008,2,12.0135
3/1/2008,3,12.5562
3/1/2008,4,10.0750
3/1/2008,5,9.7009
3/1/2008,6,10.7336
3/1/2008,7,12.2377
3/1/2008,8,13.5549
3/1/2008,9,14.4290
3/1/2008,10,15.2560
3/1/2008,11,16.0395
3/1/2008,12,17.4829
3/1/2008,13,18.7599
3/1/2008,14,19.4889
3/1/2008,15,19.7006
3/1/2008,16,20.8125
3/1/2008,17,20.0112
3/1/2008,18,16.4739
3/1/2008,19,13.5786
3/1/2008,20,12.0994
3/1/2008,21,10.6574
3/1/2008,22,11.0540
3/1/2008,23,10.0088
3/2/2008,0,9.6144
3/2/2008,1,10.2353
3/2/2008,2,10.1965
3/2/2008,3,7.8042
3/2/2008,4,3.7163
3/2/2008,5,3.1306
3/2/2008,6,1.4829
3/2/2008,7,-1.6083
3/2/2008,8,-3.1756
3/2/2008,9,-3.6781
3/2/2008,10,-2.6008
3/2/2008,11,-2.8472
3/2/2008,12,-3.9691
3/2/2008,13,-4.9940
3/2/2008,14,-4.5491
3/2/2008,15,-3.7484
3/2/2008,16,-3.6928
3/2/2008,17,-3.5235
3/2/2008,18,-3.9022
3/2/2008,19,-3.7329
3/2/2008,20,-3.9006
3/2/2008,21,-4.9764
3/2/2008,22,-5.2662
3/2/2008,23,-5.5706
3/3/2008,0,-6.0163
3/3/2008,1,-6.9026
3/3/2008,2,-7.7463
3/3/2008,3,-8.1258
3/3/2008,4,-8.7876
3/3/2008,5,-8.4798
3/3/2008,6,-7.6960
3/3/2008,7,-7.4897
3/3/2008,8,-6.5443
3/3/2008,9,-3.8050
3/3/2008,10,-1.9436
3/3/2008,11,-1.0921
3/3/2008,12,-0.3422
3/3/2008,13,0.6185
3/3/2008,14,1.6516
3/3/2008,15,3.5792
3/3/2008,16,4.7112
3/3/2008,17,3.8630
3/3/2008,18,3.2026
3/3/2008,19,3.1684
3/3/2008,20,3.1848
3/3/2008,21,3.1809
3/3/2008,22,4.1656
3/3/2008,23,4.8558
3/4/2008,0,4.8547
3/4/2008,1,4.5615
3/4/2008,2,4.9815
3/4/2008,3,5.4357
3/4/2008,4,4.6566
3/4/2008,5,3.0704
3/4/2008,6,2.4360
3/4/2008,7,2.0458
3/4/2008,8,3.0539
3/4/2008,9,5.1130
3/4/2008,10,5.8563
3/4/2008,11,5.1762
3/4/2008,12,4.6405
3/4/2008,13,4.4511
3/4/2008,14,3.8889
3/4/2008,15,0.1859
3/4/2008,16,0.4167
3/4/2008,17,1.0116
3/4/2008,18,0.6549
3/4/2008,19,-0.1366
3/4/2008,20,-0.6474
3/4/2008,21,-1.4944
3/4/2008,22,-1.9289
3/4/2008,23,-3.1609
3/5/2008,0,-4.5358
3/5/2008,1,-4.7185
3/5/2008,2,-4.1100
3/5/2008,3,-5.4562
3/5/2008,4,-6.1484
3/5/2008,5,-6.2317
3/5/2008,6,-6.4340
3/5/2008,7,-7.1818
3/5/2008,8,-7.6001
3/5/2008,9,-7.6836
3/5/2008,10,-7.4147
3/5/2008,11,-6.8240
3/5/2008,12,-5.6830
3/5/2008,13,-5.1918
3/5/2008,14,-5.1619
3/5/2008,15,-5.0295
3/5/2008,16,-4.9878
3/5/2008,17,-5.0703
3/5/2008,18,-4.6323
3/5/2008,19,-4.5867
3/5/2008,20,-5.0862
3/5/2008,21,-4.9262
3/5/2008,22,-5.4687
3/5/2008,23,-7.2475
3/6/2008,0,-7.6825
3/6/2008,1,-7.5745
3/6/2008,2,-8.2223
3/6/2008,3,-8.0469
3/6/2008,4,-8.3921
3/6/2008,5,-8.0756
3/6/2008,6,-7.5036
3/6/2008,7,-6.1901
3/6/2008,8,-5.1573
3/6/2008,9,-3.5499
3/6/2008,10,-3.4846
3/6/2008,11,-2.6350
3/6/2008,12,-1.7091
3/6/2008,13,-0.9239
3/6/2008,14,-0.2906
3/6/2008,15,0.5420
3/6/2008,16,0.6363
3/6/2008,17,-0.4147
3/6/2008,18,-1.4392
3/6/2008,19,-1.7854
3/6/2008,20,-2.3042
3/6/2008,21,-2.6373
3/6/2008,22,-2.9291
3/6/2008,23,-2.8343
3/7/2008,0,-3.1400
3/7/2008,1,-3.4884
3/7/2008,2,-3.7463
3/7/2008,3,-2.8780
3/7/2008,4,-2.3330
3/7/2008,5,-2.5426
3/7/2008,6,-4.1933
3/7/2008,7,-6.7708
3/7/2008,8,-5.9332
3/7/2008,9,-3.2299
3/7/2008,10,0.1236
3/7/2008,11,1.8247
3/7/2008,12,4.0125
3/7/2008,13,5.4756
3/7/2008,14,6.8022
3/7/2008,15,7.8541
3/7/2008,16,8.5705
3/7/2008,17,8.0038
3/7/2008,18,6.1022
3/7/2008,19,4.9031
3/7/2008,20,4.7538
3/7/2008,21,5.0200
3/7/2008,22,4.6834
3/7/2008,23,4.1792
3/8/2008,0,3.9489
3/8/2008,1,3.8067
3/8/2008,2,3.2251
3/8/2008,3,2.5847
3/8/2008,4,2.5137
3/8/2008,5,2.3707
3/8/2008,6,1.8890
3/8/2008,7,0.3965
3/8/2008,8,2.2803
3/8/2008,9,2.7608
3/8/2008,10,3.3162
3/8/2008,11,4.4554
3/8/2008,12,5.5439
3/8/2008,13,6.1585
3/8/2008,14,6.6817
3/8/2008,15,7.3199
3/8/2008,16,7.3995
3/8/2008,17,6.6685
3/8/2008,18,5.4756
3/8/2008,19,3.5434
3/8/2008,20,2.5971
3/8/2008,21,2.0959
3/8/2008,22,1.6661
3/8/2008,23,1.3966
3/9/2008,0,0.9070
3/9/2008,1,0.3049
3/9/2008,2,-0.1842
3/9/2008,3,0.0222
3/9/2008,4,-1.3141
3/9/2008,5,-2.0970
3/9/2008,6,-2.1553
3/9/2008,7,-2.2262
3/9/2008,8,-0.2916
3/9/2008,9,1.8755
3/9/2008,10,3.3208
3/9/2008,11,3.9060
3/9/2008,12,4.6489
3/9/2008,13,5.8240
3/9/2008,14,6.7165
3/9/2008,15,6.9027
3/9/2008,16,7.0023
3/9/2008,17,6.7151
3/9/2008,18,5.1019
3/9/2008,19,4.4775
3/9/2008,20,4.0434
3/9/2008,21,2.7454
3/9/2008,22,2.6285
3/9/2008,23,1.3529
3/10/2008,0,-0.1546
3/10/2008,1,-0.6252
3/10/2008,2,-0.5950
3/10/2008,3,-0.2884
3/10/2008,4,-1.0995
3/10/2008,5,-1.3648
3/10/2008,6,-1.2138
3/10/2008,7,-1.6298
3/10/2008,8,-0.7098
3/10/2008,9,1.0601
3/10/2008,10,2.7799
3/10/2008,11,4.1888
3/10/2008,12,5.9365
3/10/2008,13,6.7954
3/10/2008,14,7.6982
3/10/2008,15,8.3826
3/10/2008,16,8.8854
3/10/2008,17,8.9079
3/10/2008,18,6.3710
3/10/2008,19,5.5694
3/10/2008,20,5.9139
3/10/2008,21,5.8498
3/10/2008,22,5.4628
3/10/2008,23,5.0077
3/11/2008,0,4.5239
3/11/2008,1,4.6416
3/11/2008,2,4.3637
3/11/2008,3,3.1828
3/11/2008,4,3.0732
3/11/2008,5,3.5927
3/11/2008,6,3.6205
3/11/2008,7,2.7674
3/11/2008,8,4.7797
3/11/2008,9,9.3909
3/11/2008,10,11.3313
3/11/2008,11,12.4878
3/11/2008,12,13.9875
3/11/2008,13,15.2659
3/11/2008,14,16.3277
3/11/2008,15,16.8486
3/11/2008,16,15.9946
3/11/2008,17,14.0398
3/11/2008,18,12.7233
3/11/2008,19,11.0632
3/11/2008,20,10.4497
3/11/2008,21,10.2296
3/11/2008,22,9.1320
3/11/2008,23,9.2179
3/12/2008,0,9.3898
3/12/2008,1,8.8918
3/12/2008,2,8.0867
3/12/2008,3,7.7904
3/12/2008,4,7.9739
3/12/2008,5,8.0050
3/12/2008,6,7.6263
3/12/2008,7,7.4408
3/12/2008,8,8.3282
3/12/2008,9,9.3163
3/12/2008,10,9.1315
3/12/2008,11,9.5091
3/12/2008,12,10.8915
3/12/2008,13,11.7763
3/12/2008,14,11.7440
3/12/2008,15,11.7571
3/12/2008,16,10.9701
3/12/2008,17,9.5239
3/12/2008,18,8.4595
3/12/2008,19,6.5016
3/12/2008,20,6.3157
3/12/2008,21,5.9984
3/12/2008,22,5.7083
3/12/2008,23,5.2057
3/13/2008,0,4.5544
3/13/2008,1,4.4213
3/13/2008,2,4.3245
3/13/2008,3,3.8819
3/13/2008,4,3.2279
3/13/2008,5,2.9818
3/13/2008,6,3.2941
3/13/2008,7,3.3150
3/13/2008,8,4.5498
3/13/2008,9,5.5272
3/13/2008,10,7.1076
3/13/2008,11,7.8271
3/13/2008,12,9.2365
3/13/2008,13,9.2784
3/13/2008,14,9.6621
3/13/2008,15,9.5595
3/13/2008,16,9.5279
3/13/2008,17,7.1214
3/13/2008,18,6.3489
3/13/2008,19,5.7137
3/13/2008,20,5.2580
3/13/2008,21,4.5480
3/13/2008,22,3.7262
3/13/2008,23,4.1433
3/14/2008,0,3.6017
3/14/2008,1,3.8460
3/14/2008,2,3.2371
3/14/2008,3,3.5998
3/14/2008,4,2.8216
3/14/2008,5,3.3356
3/14/2008,6,2.6167
3/14/2008,7,2.1769
3/14/2008,8,2.3127
3/14/2008,9,4.9919
3/14/2008,10,5.9733
3/14/2008,11,6.9069
3/14/2008,12,6.5075
3/14/2008,13,6.1289
3/14/2008,14,5.0688
3/14/2008,15,5.8230
3/14/2008,16,6.0309
3/14/2008,17,6.2274
3/14/2008,18,4.2046
3/14/2008,19,2.4993
3/14/2008,20,1.6134
3/14/2008,21,-0.9060
3/14/2008,22,-1.3755
3/14/2008,23,-1.5491
3/15/2008,0,-2.5768
3/15/2008,1,-3.0485
3/15/2008,2,-3.9192
3/15/2008,3,-4.6737
3/15/2008,4,-3.7828
3/15/2008,5,-2.6066
3/15/2008,6,-5.4351
3/15/2008,7,-5.0903
3/15/2008,8,-2.2605
3/15/2008,9,-3.7109
3/15/2008,10,-1.3100
3/15/2008,11,1.9992
3/15/2008,12,3.5911
3/15/2008,13,4.9555
3/15/2008,14,6.3816
3/15/2008,15,6.1025
3/15/2008,16,6.3769
3/15/2008,17,6.2715
3/15/2008,18,5.4875
3/15/2008,19,3.9424
3/15/2008,20,3.4940
3/15/2008,21,3.2236
3/15/2008,22,2.2413
3/15/2008,23,0.8309
3/16/2008,0,-0.2786
3/16/2008,1,-0.4836
3/16/2008,2,-0.9918
3/16/2008,3,-1.9727
3/16/2008,4,-2.2955
3/16/2008,5,-2.5013
3/16/2008,6,-3.3807
3/16/2008,7,-2.9359
3/16/2008,8,-2.2134
3/16/2008,9,-1.5537
3/16/2008,10,-0.4111
3/16/2008,11,1.6999
3/16/2008,12,3.0750
3/16/2008,13,3.8405
3/16/2008,14,3.4833
3/16/2008,15,2.7207
3/16/2008,16,0.2800
3/16/2008,17,-0.3979
3/16/2008,18,-0.6653
3/16/2008,19,-1.1418
3/16/2008,20,-1.4334
3/16/2008,21,-1.6981
3/16/2008,22,-2.0218
3/16/2008,23,-2.3986
3/17/2008,0,-2.6757
3/17/2008,1,-2.9098
3/17/2008,2,-3.0841
3/17/2008,3,-3.2049
3/17/2008,4,-3.2899
3/17/2008,5,-3.3497
3/17/2008,6,-3.2951
3/17/2008,7,-2.9651
3/17/2008,8,-2.7479
3/17/2008,9,-2.4558
3/17/2008,10,-2.1695
3/17/2008,11,-2.2123
3/17/2008,12,-1.7808
3/17/2008,13,-1.3044
3/17/2008,14,-1.2505
3/17/2008,15,-0.7765
3/17/2008,16,-0.3520
3/17/2008,17,-0.3247
3/17/2008,18,-0.5150
3/17/2008,19,-1.2785
3/17/2008,20,-1.7938
3/17/2008,21,-0.1930
3/17/2008,22,0.3525
3/17/2008,23,-0.2454
3/18/2008,0,0.2579
3/18/2008,1,0.2380
3/18/2008,2,0.4255
3/18/2008,3,0.3380
3/18/2008,4,0.1000
3/18/2008,5,-0.2616
3/18/2008,6,-0.4529
3/18/2008,7,-0.5660
3/18/2008,8,0.3897
3/18/2008,9,1.6816
3/18/2008,10,2.8362
3/18/2008,11,3.1431
3/18/2008,12,4.2231
3/18/2008,13,5.1890
3/18/2008,14,5.0579
3/18/2008,15,5.1775
3/18/2008,16,5.4782
3/18/2008,17,5.5021
3/18/2008,18,4.4417
3/18/2008,19,3.8208
3/18/2008,20,3.5747
3/18/2008,21,3.8475
3/18/2008,22,3.7741
3/18/2008,23,3.4657
3/19/2008,0,3.5503
3/19/2008,1,3.7535
3/19/2008,2,3.9176
3/19/2008,3,4.2293
3/19/2008,4,4.1422
3/19/2008,5,4.0442
3/19/2008,6,3.5683
3/19/2008,7,4.4040
3/19/2008,8,5.3611
3/19/2008,9,6.6588
3/19/2008,10,7.2751
3/19/2008,11,8.4436
3/19/2008,12,9.5715
3/19/2008,13,10.1451
3/19/2008,14,11.3387
3/19/2008,15,12.1730
3/19/2008,16,12.9531
3/19/2008,17,13.5448
3/19/2008,18,12.2712
3/19/2008,19,9.0961
3/19/2008,20,7.3088
3/19/2008,21,6.8198
3/19/2008,22,5.7601
3/19/2008,23,6.2761
3/20/2008,0,6.2257
3/20/2008,1,5.3949
3/20/2008,2,7.6346
3/20/2008,3,4.5909
3/20/2008,4,5.7444
3/20/2008,5,2.5973
3/20/2008,6,6.7784
3/20/2008,7,5.3744
3/20/2008,8,7.9786
3/20/2008,9,11.3497
3/20/2008,10,14.1355
3/20/2008,11,14.8637
3/20/2008,12,14.7503
3/20/2008,13,14.6884
3/20/2008,14,13.8108
3/20/2008,15,11.9352
3/20/2008,16,10.2571
3/20/2008,17,7.7609
3/20/2008,18,6.5426
3/20/2008,19,6.1573
3/20/2008,20,6.0978
3/20/2008,21,6.4360
3/20/2008,22,5.5865
3/20/2008,23,5.0712
3/21/2008,0,4.5435
3/21/2008,1,4.2362
3/21/2008,2,3.5358
